window_id,target_pair,target_set,score_phase,year,score,score_z,Y_delta,order_label,peak_A,peak_B
W045,P-V,exploratory_full_pair,mid,2004,-0.2442097024645202,-0.2442097024645202,-1.0,B_earlier,46.0,45.0
W045,P-V,exploratory_full_pair,mid,2002,-0.13047626534345722,-0.13047626534345722,0.0,same_day,48.0,48.0
W045,P-V,exploratory_full_pair,mid,2022,-0.07209292622689623,-0.07209292622689623,-5.0,B_earlier,44.0,39.0
W045,P-V,exploratory_full_pair,mid,1993,-0.01959157663797158,-0.01959157663797158,0.0,same_day,50.0,50.0
W045,P-V,exploratory_full_pair,mid,2001,0.10307099467831611,0.10307099467831611,6.0,A_earlier,36.0,42.0
W045,P-V,exploratory_full_pair,mid,1989,0.14848140723207498,0.14848140723207498,6.0,A_earlier,44.0,50.0
W045,P-V,exploratory_full_pair,mid,2011,0.3575335844650946,0.3575335844650946,6.0,A_earlier,43.0,49.0
W045,P-V,exploratory_full_pair,mid,1988,0.37192688433690213,0.37192688433690213,0.0,same_day,40.0,40.0
W045,P-V,exploratory_full_pair,mid,2017,0.3741851303741574,0.3741851303741574,-2.0,B_earlier,42.0,40.0
W045,P-V,exploratory_full_pair,mid,2006,0.4780882816105015,0.4780882816105015,7.0,A_earlier,40.0,47.0
W045,P-V,exploratory_full_pair,mid,2020,0.5492823891212775,0.5492823891212775,2.0,A_earlier,44.0,46.0
W045,P-V,exploratory_full_pair,mid,1980,0.5650543667135743,0.5650543667135743,5.0,A_earlier,40.0,45.0
W045,P-V,exploratory_full_pair,mid,2005,0.6038918142651458,0.6038918142651458,5.0,A_earlier,41.0,46.0
W045,P-V,exploratory_full_pair,high,2003,0.6078661746853461,0.6078661746853461,12.0,A_earlier,40.0,52.0
W045,P-V,exploratory_full_pair,high,2014,0.6370121059918848,0.6370121059918848,6.0,A_earlier,45.0,51.0
W045,P-V,exploratory_full_pair,high,2010,0.6952200297748617,0.6952200297748617,-1.0,B_earlier,52.0,51.0
W045,P-V,exploratory_full_pair,high,1994,0.7157364311811263,0.7157364311811263,1.0,A_earlier,37.0,38.0
W045,P-V,exploratory_full_pair,high,2023,0.8186301717975648,0.8186301717975648,-1.0,B_earlier,47.0,46.0
W045,P-V,exploratory_full_pair,high,1987,0.8314451288400793,0.8314451288400793,1.0,A_earlier,44.0,45.0
W045,P-V,exploratory_full_pair,high,1983,0.8625769636613455,0.8625769636613455,5.0,A_earlier,45.0,50.0
W045,P-V,exploratory_full_pair,high,1995,0.8740067356173274,0.8740067356173274,3.0,A_earlier,46.0,49.0
W045,P-V,exploratory_full_pair,high,2015,1.0035692695368135,1.0035692695368135,0.0,same_day,46.0,46.0
W045,P-V,exploratory_full_pair,high,2018,1.0718261835994796,1.0718261835994796,-1.0,B_earlier,41.0,40.0
W045,P-V,exploratory_full_pair,high,2019,1.1166954811259056,1.1166954811259056,7.0,A_earlier,41.0,48.0
W045,P-V,exploratory_full_pair,high,1991,1.3634620976885634,1.3634620976885634,-2.0,B_earlier,49.0,47.0
W045,P-V,exploratory_full_pair,high,2016,1.3893968111672328,1.3893968111672328,3.0,A_earlier,47.0,50.0
W045,P-V,exploratory_full_pair,high,1998,1.5328656687582531,1.5328656687582531,2.0,A_earlier,45.0,47.0
W045,P-V,exploratory_full_pair,high,2021,1.9273105326773579,1.9273105326773579,10.0,A_earlier,39.0,49.0
W045,P-H,exploratory_full_pair,low,1984,-1.7652099365200133,-1.7652099365200136,-9.0,B_earlier,43.0,34.0
W045,P-H,exploratory_full_pair,low,1992,-1.5684961035190463,-1.5684961035190466,-1.0,B_earlier,48.0,47.0
W045,P-H,exploratory_full_pair,low,1990,-1.4427183612916423,-1.4427183612916425,-7.0,B_earlier,50.0,43.0
W045,P-H,exploratory_full_pair,low,1991,-1.440192489951396,-1.4401924899513963,-12.0,B_earlier,49.0,37.0
W045,P-H,exploratory_full_pair,low,2009,-1.4333113145832934,-1.4333113145832936,-2.0,B_earlier,43.0,41.0
W045,P-H,exploratory_full_pair,low,1993,-1.302534183340147,-1.3025341833401471,-10.0,B_earlier,50.0,40.0
W045,P-H,exploratory_full_pair,low,2010,-1.2888399817277598,-1.28883998172776,-10.0,B_earlier,52.0,42.0
W045,P-H,exploratory_full_pair,low,2007,-1.1012544936333546,-1.1012544936333548,-5.0,B_earlier,44.0,39.0
W045,P-H,exploratory_full_pair,low,2002,-1.0458757034933621,-1.0458757034933623,-4.0,B_earlier,48.0,44.0
W045,P-H,exploratory_full_pair,low,1989,-0.8679133092925788,-0.8679133092925789,-6.0,B_earlier,44.0,38.0
W045,P-H,exploratory_full_pair,low,1981,-0.7184202667027124,-0.7184202667027125,-2.0,B_earlier,51.0,49.0
W045,P-H,exploratory_full_pair,low,2013,-0.5923023318961668,-0.5923023318961669,-3.0,B_earlier,50.0,47.0
W045,P-H,exploratory_full_pair,low,2008,-0.5719897463108982,-0.5719897463108983,-3.0,B_earlier,50.0,47.0
W045,P-H,exploratory_full_pair,low,1985,-0.5601476724360068,-0.5601476724360069,0.0,same_day,47.0,47.0
W045,P-H,exploratory_full_pair,low,1979,-0.543376233193251,-0.5433762331932511,-2.0,B_earlier,43.0,41.0
W045,P-H,exploratory_full_pair,mid,1983,-0.49297731955967306,-0.49297731955967317,5.0,A_earlier,45.0,50.0
W045,P-H,exploratory_full_pair,mid,1996,-0.3418216822706468,-0.3418216822706469,3.0,A_earlier,38.0,41.0
W045,P-H,exploratory_full_pair,mid,1982,-0.31506102135830216,-0.3150610213583023,2.0,A_earlier,44.0,46.0
W045,P-H,exploratory_full_pair,mid,1987,-0.31105939220785583,-0.31105939220785594,1.0,A_earlier,44.0,45.0
W045,P-H,exploratory_full_pair,mid,1980,-0.2599474643273497,-0.25994746432734983,1.0,A_earlier,40.0,41.0
W045,P-H,exploratory_full_pair,mid,1986,-0.23676813808967087,-0.23676813808967093,2.0,A_earlier,42.0,44.0
W045,P-H,exploratory_full_pair,mid,1997,-0.19486167733634216,-0.19486167733634221,-1.0,B_earlier,47.0,46.0
W045,P-H,exploratory_full_pair,mid,2003,-0.03609215172642527,-0.03609215172642532,12.0,A_earlier,40.0,52.0
W045,P-H,exploratory_full_pair,mid,2004,-0.0176537932825997,-0.017653793282599743,-1.0,B_earlier,46.0,45.0
W045,P-H,exploratory_full_pair,mid,2012,0.024614527830811358,0.024614527830811323,-4.0,B_earlier,43.0,39.0
W045,P-H,exploratory_full_pair,mid,2023,0.12656629350736898,0.12656629350736898,-6.0,B_earlier,47.0,41.0
W045,P-H,exploratory_full_pair,mid,1999,0.15302525740752837,0.15302525740752837,4.0,A_earlier,41.0,45.0
W045,P-H,exploratory_full_pair,mid,2020,0.21539165372356234,0.21539165372356234,-4.0,B_earlier,44.0,40.0
W045,P-H,exploratory_full_pair,mid,1994,0.2636139673333748,0.2636139673333748,1.0,A_earlier,37.0,38.0
W045,P-H,exploratory_full_pair,mid,2016,0.5239241302967,0.5239241302967002,5.0,A_earlier,47.0,52.0
W045,P-H,exploratory_full_pair,high,2005,0.5451102793334357,0.5451102793334358,1.0,A_earlier,41.0,42.0
W045,P-H,exploratory_full_pair,high,2018,0.5542697911737183,0.5542697911737184,-2.0,B_earlier,41.0,39.0
W045,P-H,exploratory_full_pair,high,1995,0.7013348229815337,0.7013348229815338,2.0,A_earlier,46.0,48.0
W045,P-H,exploratory_full_pair,high,2019,0.7720902964979574,0.7720902964979575,7.0,A_earlier,41.0,48.0
W045,P-H,exploratory_full_pair,high,2000,0.8096385802382865,0.8096385802382866,12.0,A_earlier,39.0,51.0
W045,P-H,exploratory_full_pair,high,2017,0.8908858904517519,0.890885890451752,2.0,A_earlier,42.0,44.0
W045,P-H,exploratory_full_pair,high,2001,0.9479631079754016,0.9479631079754017,12.0,A_earlier,36.0,48.0
W045,P-H,exploratory_full_pair,high,2014,1.0937596825837113,1.0937596825837115,4.0,A_earlier,45.0,49.0
W045,P-H,exploratory_full_pair,high,1998,1.1365240487473847,1.1365240487473849,0.0,same_day,45.0,45.0
W045,P-H,exploratory_full_pair,high,2011,1.335544264145462,1.3355442641454622,5.0,A_earlier,43.0,48.0
W045,P-H,exploratory_full_pair,high,2022,1.3785158304707255,1.3785158304707257,3.0,A_earlier,44.0,47.0
W045,P-H,exploratory_full_pair,high,2015,1.4179912426397745,1.4179912426397747,3.0,A_earlier,46.0,49.0
W045,P-H,exploratory_full_pair,high,2006,1.5720407511458068,1.572040751145807,10.0,A_earlier,40.0,50.0
W045,P-H,exploratory_full_pair,high,1988,1.672652433286781,1.6726524332867811,14.0,A_earlier,40.0,54.0
W045,P-H,exploratory_full_pair,high,2021,2.3133679162794194,2.31336791627942,14.0,A_earlier,39.0,53.0
W045,P-Je,exploratory_full_pair,low,2010,-2.187537121679177,-2.1875371216791772,-14.0,B_earlier,52.0,38.0
W045,P-Je,exploratory_full_pair,low,2014,-1.5385043221553447,-1.538504322155345,-13.0,B_earlier,45.0,32.0
W045,P-Je,exploratory_full_pair,low,2005,-1.4117381799052517,-1.411738179905252,-4.0,B_earlier,41.0,37.0
W045,P-Je,exploratory_full_pair,low,2021,-1.3132871654114273,-1.3132871654114275,1.0,A_earlier,39.0,40.0
W045,P-Je,exploratory_full_pair,low,2016,-1.2935008357705775,-1.2935008357705777,-5.0,B_earlier,47.0,42.0
W045,P-Je,exploratory_full_pair,low,2018,-1.2308060099965397,-1.2308060099965399,-1.0,B_earlier,41.0,40.0
W045,P-Je,exploratory_full_pair,low,2023,-1.047819821036403,-1.0478198210364031,-9.0,B_earlier,47.0,38.0
W045,P-Je,exploratory_full_pair,low,1987,-0.9670148902706728,-0.9670148902706729,-2.0,B_earlier,44.0,42.0
W045,P-Je,exploratory_full_pair,low,2020,-0.9149470367161755,-0.9149470367161756,2.0,A_earlier,44.0,46.0
W045,P-Je,exploratory_full_pair,low,2013,-0.9034003785644115,-0.9034003785644116,-8.0,B_earlier,50.0,42.0
W045,P-Je,exploratory_full_pair,low,1981,-0.7996307891411553,-0.7996307891411554,-7.0,B_earlier,51.0,44.0
W045,P-Je,exploratory_full_pair,low,2007,-0.769989680688009,-0.7699896806880091,-9.0,B_earlier,44.0,35.0
W045,P-Je,exploratory_full_pair,low,1997,-0.6525122535261905,-0.6525122535261906,-4.0,B_earlier,47.0,43.0
W045,P-Je,exploratory_full_pair,low,1993,-0.5585378969038219,-0.558537896903822,-3.0,B_earlier,50.0,47.0
W045,P-Je,exploratory_full_pair,low,1998,-0.5301943172481416,-0.5301943172481417,-3.0,B_earlier,45.0,42.0
W045,P-Je,exploratory_full_pair,mid,1988,-0.5132902794937315,-0.5132902794937316,1.0,A_earlier,40.0,41.0
W045,P-Je,exploratory_full_pair,mid,2003,-0.47227948936709424,-0.47227948936709435,12.0,A_earlier,40.0,52.0
W045,P-Je,exploratory_full_pair,mid,2002,-0.4443066404925614,-0.4443066404925615,-6.0,B_earlier,48.0,42.0
W045,P-Je,exploratory_full_pair,mid,1995,-0.37329798443809026,-0.37329798443809037,0.0,same_day,46.0,46.0
W045,P-Je,exploratory_full_pair,mid,1983,-0.21781297978805267,-0.21781297978805272,5.0,A_earlier,45.0,50.0
W045,P-Je,exploratory_full_pair,mid,1990,-0.12847806147390697,-0.12847806147390703,-8.0,B_earlier,50.0,42.0
W045,P-Je,exploratory_full_pair,mid,1992,-0.10010962878295593,-0.10010962878295597,1.0,A_earlier,48.0,49.0
W045,P-Je,exploratory_full_pair,mid,2004,-0.07989027382882666,-0.0798902738288267,3.0,A_earlier,46.0,49.0
W045,P-Je,exploratory_full_pair,mid,2019,0.08648436934016936,0.08648436934016934,5.0,A_earlier,41.0,46.0
W045,P-Je,exploratory_full_pair,mid,2012,0.20818753042556756,0.20818753042556756,-2.0,B_earlier,43.0,41.0
W045,P-Je,exploratory_full_pair,mid,2017,0.30527387426935165,0.30527387426935165,3.0,A_earlier,42.0,45.0
W045,P-Je,exploratory_full_pair,mid,1989,0.31720014204332375,0.31720014204332375,-8.0,B_earlier,44.0,36.0
W045,P-Je,exploratory_full_pair,mid,2015,0.3488539228184188,0.3488539228184188,4.0,A_earlier,46.0,50.0
W045,P-Je,exploratory_full_pair,mid,1991,0.37595678501110946,0.37595678501110946,0.0,same_day,49.0,49.0
W045,P-Je,exploratory_full_pair,mid,1986,0.43072904469338164,0.43072904469338164,3.0,A_earlier,42.0,45.0
W045,P-Je,exploratory_full_pair,high,2011,0.4459340889843421,0.4459340889843421,0.0,same_day,43.0,43.0
W045,P-Je,exploratory_full_pair,high,1980,0.4459542963256722,0.4459542963256722,-1.0,B_earlier,40.0,39.0
W045,P-Je,exploratory_full_pair,high,1985,0.5680230524284825,0.5680230524284826,1.0,A_earlier,47.0,48.0
W045,P-Je,exploratory_full_pair,high,1979,0.57754467891306,0.5775446789130602,4.0,A_earlier,43.0,47.0
W045,P-Je,exploratory_full_pair,high,2001,0.6223272343411642,0.6223272343411643,4.0,A_earlier,36.0,40.0
W045,P-Je,exploratory_full_pair,high,1982,0.6310260755024251,0.6310260755024252,2.0,A_earlier,44.0,46.0
W045,P-Je,exploratory_full_pair,high,1994,0.9002950160747887,0.9002950160747888,10.0,A_earlier,37.0,47.0
W045,P-Je,exploratory_full_pair,high,2022,1.0911282775872067,1.0911282775872069,5.0,A_earlier,44.0,49.0
W045,P-Je,exploratory_full_pair,high,1999,1.0958789138909686,1.0958789138909688,2.0,A_earlier,41.0,43.0
W045,P-Je,exploratory_full_pair,high,1984,1.2672467612998515,1.2672467612998517,4.0,A_earlier,43.0,47.0
W045,P-Je,exploratory_full_pair,high,2009,1.375106921021866,1.3751069210218663,7.0,A_earlier,43.0,50.0
W045,P-Je,exploratory_full_pair,high,1996,1.5339850550403922,1.5339850550403924,7.0,A_earlier,38.0,45.0
W045,P-Je,exploratory_full_pair,high,2006,1.6248554866994134,1.6248554866994136,13.0,A_earlier,40.0,53.0
W045,P-Je,exploratory_full_pair,high,2008,1.9125272208501205,1.9125272208501207,1.0,A_earlier,50.0,51.0
W045,P-Je,exploratory_full_pair,high,2000,2.284367289117444,2.2843672891174442,14.0,A_earlier,39.0,53.0
W045,P-Jw,priority,low,2010,-2.051314670223174,-2.0513146702231744,-12.0,B_earlier,52.0,40.0
W045,P-Jw,priority,low,1983,-1.7997320815045936,-1.799732081504594,-7.0,B_earlier,45.0,38.0
W045,P-Jw,priority,low,2003,-1.6673761297384522,-1.6673761297384526,0.0,same_day,40.0,40.0
W045,P-Jw,priority,low,1997,-1.6146670041468993,-1.6146670041468998,-7.0,B_earlier,47.0,40.0
W045,P-Jw,priority,low,1992,-1.5748356735384421,-1.5748356735384426,-8.0,B_earlier,48.0,40.0
W045,P-Jw,priority,low,1981,-1.5144603663811391,-1.5144603663811396,-9.0,B_earlier,51.0,42.0
W045,P-Jw,priority,low,2002,-1.2557023121087671,-1.2557023121087674,-7.0,B_earlier,48.0,41.0
W045,P-Jw,priority,low,2016,-1.0896536254878681,-1.0896536254878684,-3.0,B_earlier,47.0,44.0
W045,P-Jw,priority,low,2005,-1.0857828619614123,-1.0857828619614125,-4.0,B_earlier,41.0,37.0
W045,P-Jw,priority,low,1993,-0.7743048946857513,-0.7743048946857515,-6.0,B_earlier,50.0,44.0
W045,P-Jw,priority,low,2014,-0.7147459551270708,-0.714745955127071,-9.0,B_earlier,45.0,36.0
W045,P-Jw,priority,low,1995,-0.690866177686068,-0.6908661776860681,-5.0,B_earlier,46.0,41.0
W045,P-Jw,priority,low,1998,-0.5450977381331374,-0.5450977381331376,2.0,A_earlier,45.0,47.0
W045,P-Jw,priority,low,2012,-0.4595527270582859,-0.459552727058286,-5.0,B_earlier,43.0,38.0
W045,P-Jw,priority,low,1990,-0.38544125188728745,-0.3854412518872875,-6.0,B_earlier,50.0,44.0
W045,P-Jw,priority,mid,1986,-0.26145055682801555,-0.26145055682801555,3.0,A_earlier,42.0,45.0
W045,P-Jw,priority,mid,1985,-0.18711626370673667,-0.18711626370673667,-3.0,B_earlier,47.0,44.0
W045,P-Jw,priority,mid,1979,-0.17484710025335715,-0.17484710025335715,6.0,A_earlier,43.0,49.0
W045,P-Jw,priority,mid,2017,-0.1412634743491637,-0.1412634743491637,-3.0,B_earlier,42.0,39.0
W045,P-Jw,priority,mid,1984,0.035045468766646055,0.0350454687666461,-3.0,B_earlier,43.0,40.0
W045,P-Jw,priority,mid,2019,0.06236408652593903,0.062364086525939076,2.0,A_earlier,41.0,43.0
W045,P-Jw,priority,mid,2020,0.09243781810298903,0.09243781810298907,1.0,A_earlier,44.0,45.0
W045,P-Jw,priority,mid,2007,0.10422993215057319,0.10422993215057325,4.0,A_earlier,44.0,48.0
W045,P-Jw,priority,mid,2013,0.11547409077089316,0.11547409077089321,-8.0,B_earlier,50.0,42.0
W045,P-Jw,priority,mid,1987,0.1338325597853944,0.13383255978539446,3.0,A_earlier,44.0,47.0
W045,P-Jw,priority,mid,1994,0.19870095764498175,0.19870095764498183,2.0,A_earlier,37.0,39.0
W045,P-Jw,priority,mid,2006,0.23253374966866558,0.23253374966866566,2.0,A_earlier,40.0,42.0
W045,P-Jw,priority,mid,2023,0.2903966725574442,0.29039667255744434,1.0,A_earlier,47.0,48.0
W045,P-Jw,priority,mid,2009,0.45428584154654095,0.4542858415465411,5.0,A_earlier,43.0,48.0
W045,P-Jw,priority,mid,2022,0.4720092712443905,0.4720092712443907,5.0,A_earlier,44.0,49.0
W045,P-Jw,priority,high,2015,0.5083794227607727,0.5083794227607729,-8.0,B_earlier,46.0,38.0
W045,P-Jw,priority,high,2018,0.5174616106153912,0.5174616106153913,4.0,A_earlier,41.0,45.0
W045,P-Jw,priority,high,2001,0.5779852522109192,0.5779852522109193,11.0,A_earlier,36.0,47.0
W045,P-Jw,priority,high,1982,0.617741270555771,0.6177412705557711,3.0,A_earlier,44.0,47.0
W045,P-Jw,priority,high,1988,0.6977191163902958,0.6977191163902959,7.0,A_earlier,40.0,47.0
W045,P-Jw,priority,high,2004,0.8477785441403826,0.8477785441403828,5.0,A_earlier,46.0,51.0
W045,P-Jw,priority,high,2008,0.8985413839232609,0.8985413839232611,-2.0,B_earlier,50.0,48.0
W045,P-Jw,priority,high,1989,0.9314611984518708,0.931461198451871,4.0,A_earlier,44.0,48.0
W045,P-Jw,priority,high,2000,1.163464653791166,1.1634646537911661,7.0,A_earlier,39.0,46.0
W045,P-Jw,priority,high,1996,1.1818273973035436,1.1818273973035438,2.0,A_earlier,38.0,40.0
W045,P-Jw,priority,high,2021,1.2709155858929293,1.2709155858929295,7.0,A_earlier,39.0,46.0
W045,P-Jw,priority,high,1980,1.523591770510647,1.5235917705106474,10.0,A_earlier,40.0,50.0
W045,P-Jw,priority,high,2011,1.5283589693898736,1.528358969389874,10.0,A_earlier,43.0,53.0
W045,P-Jw,priority,high,1999,1.7105100229662542,1.7105100229662547,11.0,A_earlier,41.0,52.0
W045,P-Jw,priority,high,1991,1.8211642171380853,1.8211642171380857,1.0,A_earlier,49.0,50.0
W045,V-H,exploratory_full_pair,low,1991,-2.646065507332777,-2.6460655073327772,-10.0,B_earlier,47.0,37.0
W045,V-H,exploratory_full_pair,low,2010,-1.7465573131468133,-1.7465573131468137,-9.0,B_earlier,51.0,42.0
W045,V-H,exploratory_full_pair,low,1983,-1.3743628365513372,-1.3743628365513374,0.0,same_day,50.0,50.0
W045,V-H,exploratory_full_pair,low,2016,-1.269298315249102,-1.2692983152491022,2.0,A_earlier,50.0,52.0
W045,V-H,exploratory_full_pair,low,1987,-1.207148915390514,-1.2071489153905142,0.0,same_day,45.0,45.0
W045,V-H,exploratory_full_pair,low,1998,-1.0001500742617406,-1.0001500742617409,-2.0,B_earlier,47.0,45.0
W045,V-H,exploratory_full_pair,low,1993,-0.9101920906281631,-0.9101920906281633,-10.0,B_earlier,50.0,40.0
W045,V-H,exploratory_full_pair,low,2023,-0.8783802557119643,-0.8783802557119645,-5.0,B_earlier,46.0,41.0
W045,V-H,exploratory_full_pair,low,2018,-0.8716197192492584,-0.8716197192492586,-1.0,B_earlier,40.0,39.0
W045,V-H,exploratory_full_pair,low,1980,-0.855175007552743,-0.8551750075527432,-4.0,B_earlier,45.0,41.0
W045,V-H,exploratory_full_pair,low,1989,-0.7977078442783359,-0.7977078442783361,-12.0,B_earlier,50.0,38.0
W045,V-H,exploratory_full_pair,low,2019,-0.7686468167114842,-0.7686468167114844,0.0,same_day,48.0,48.0
W045,V-H,exploratory_full_pair,low,2003,-0.7454420057215527,-0.7454420057215528,0.0,same_day,52.0,52.0
W045,V-H,exploratory_full_pair,low,1994,-0.6583697745965795,-0.6583697745965796,0.0,same_day,38.0,38.0
W045,V-H,exploratory_full_pair,low,2021,-0.6237696548988596,-0.6237696548988597,4.0,A_earlier,49.0,53.0
W045,V-H,exploratory_full_pair,mid,2002,-0.5950100820084221,-0.5950100820084222,-4.0,B_earlier,48.0,44.0
W045,V-H,exploratory_full_pair,mid,1995,-0.5320599118210525,-0.5320599118210526,-1.0,B_earlier,49.0,48.0
W045,V-H,exploratory_full_pair,mid,2020,-0.4958807883105861,-0.4958807883105862,-6.0,B_earlier,46.0,40.0
W045,V-H,exploratory_full_pair,mid,1990,-0.41448863022842203,-0.41448863022842214,-6.0,B_earlier,49.0,43.0
W045,V-H,exploratory_full_pair,mid,2005,-0.32425285889631467,-0.3242528588963147,-4.0,B_earlier,46.0,42.0
W045,V-H,exploratory_full_pair,mid,2015,-0.17188372457195897,-0.171883724571959,3.0,A_earlier,46.0,49.0
W045,V-H,exploratory_full_pair,mid,2014,0.029697244926474915,0.029697244926474912,-2.0,B_earlier,51.0,49.0
W045,V-H,exploratory_full_pair,mid,2017,0.19544855894227933,0.1954485589422794,4.0,A_earlier,40.0,44.0
W045,V-H,exploratory_full_pair,mid,2007,0.20229313027507226,0.2022931302750723,-7.0,B_earlier,46.0,39.0
W045,V-H,exploratory_full_pair,mid,1979,0.2633532798841809,0.26335327988418095,-1.0,B_earlier,42.0,41.0
W045,V-H,exploratory_full_pair,mid,2004,0.2764395624907758,0.27643956249077584,0.0,same_day,45.0,45.0
W045,V-H,exploratory_full_pair,mid,1986,0.3720781528827537,0.37207815288275375,2.0,A_earlier,42.0,44.0
W045,V-H,exploratory_full_pair,mid,1984,0.43328367988980604,0.43328367988980615,-6.0,B_earlier,40.0,34.0
W045,V-H,exploratory_full_pair,mid,2011,0.5337984490632957,0.5337984490632958,-1.0,B_earlier,49.0,48.0
W045,V-H,exploratory_full_pair,mid,2001,0.5572885656229772,0.5572885656229773,6.0,A_earlier,42.0,48.0
W045,V-H,exploratory_full_pair,high,2006,0.5605596679660679,0.560559667966068,3.0,A_earlier,47.0,50.0
W045,V-H,exploratory_full_pair,high,2012,0.6416624343322384,0.6416624343322385,-3.0,B_earlier,42.0,39.0
W045,V-H,exploratory_full_pair,high,1996,0.659434591561157,0.6594345915611571,2.0,A_earlier,39.0,41.0
W045,V-H,exploratory_full_pair,high,2008,0.7176487550082211,0.7176487550082212,-1.0,B_earlier,48.0,47.0
W045,V-H,exploratory_full_pair,high,2013,0.755798220523733,0.7557982205237332,6.0,A_earlier,41.0,47.0
W045,V-H,exploratory_full_pair,high,1988,0.7583286287772797,0.7583286287772799,14.0,A_earlier,40.0,54.0
W045,V-H,exploratory_full_pair,high,1982,1.0287941113638117,1.028794111363812,4.0,A_earlier,42.0,46.0
W045,V-H,exploratory_full_pair,high,1985,1.046757358274768,1.0467573582747682,3.0,A_earlier,44.0,47.0
W045,V-H,exploratory_full_pair,high,1992,1.0657634760538401,1.0657634760538404,7.0,A_earlier,40.0,47.0
W045,V-H,exploratory_full_pair,high,2022,1.0731739606267285,1.0731739606267288,8.0,A_earlier,39.0,47.0
W045,V-H,exploratory_full_pair,high,1999,1.1097834321436706,1.1097834321436708,5.0,A_earlier,40.0,45.0
W045,V-H,exploratory_full_pair,high,1997,1.1590889802610285,1.1590889802610287,1.0,A_earlier,45.0,46.0
W045,V-H,exploratory_full_pair,high,2009,1.5468693441705599,1.5468693441705603,5.0,A_earlier,36.0,41.0
W045,V-H,exploratory_full_pair,high,1981,1.7008585338306836,1.700858533830684,8.0,A_earlier,41.0,49.0
W045,V-H,exploratory_full_pair,high,2000,2.1982600082465775,2.198260008246578,10.0,A_earlier,41.0,51.0
W045,V-Je,exploratory_full_pair,low,2021,-1.902421719145477,-1.902421719145477,-9.0,B_earlier,49.0,40.0
W045,V-Je,exploratory_full_pair,low,2010,-1.69549820087418,-1.69549820087418,-13.0,B_earlier,51.0,38.0
W045,V-Je,exploratory_full_pair,low,2016,-1.5756562688945586,-1.5756562688945586,-8.0,B_earlier,50.0,42.0
W045,V-Je,exploratory_full_pair,low,2018,-1.3527005504445533,-1.3527005504445533,0.0,same_day,40.0,40.0
W045,V-Je,exploratory_full_pair,low,2014,-1.279186225963696,-1.279186225963696,-19.0,B_earlier,51.0,32.0
W045,V-Je,exploratory_full_pair,low,1998,-1.210192421287546,-1.210192421287546,-5.0,B_earlier,47.0,42.0
W045,V-Je,exploratory_full_pair,low,2005,-1.185131957810708,-1.185131957810708,-9.0,B_earlier,46.0,37.0
W045,V-Je,exploratory_full_pair,low,2023,-1.0966166893990428,-1.0966166893990428,-8.0,B_earlier,46.0,38.0
W045,V-Je,exploratory_full_pair,low,1987,-1.0565380019432813,-1.0565380019432813,-3.0,B_earlier,45.0,42.0
W045,V-Je,exploratory_full_pair,low,2020,-0.8605826444163972,-0.8605826444163972,0.0,same_day,46.0,46.0
W045,V-Je,exploratory_full_pair,low,1995,-0.7318328284254264,-0.7318328284254264,-3.0,B_earlier,49.0,46.0
W045,V-Je,exploratory_full_pair,low,2003,-0.6342158642225311,-0.6342158642225311,0.0,same_day,52.0,52.0
