window_id,object,selected_candidate_id,selected_peak_day,selected_window_start,selected_window_end,selected_role,support_class,selection_reason,excluded_candidates,early_secondary_candidates,late_secondary_candidates,mode,phase_group,phase_group_size,years_in_phase_group,group_role
W113,Je,CP002,108,98,118,within_system_window,weak_window,system_relevant_first,CP001@132:candidate_window,,CP001@132:candidate_window,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Jw,CP001,109,99,119,within_system_window,candidate_window,system_relevant_first,CP002@122:candidate_window,,,1,PC_low,15,1980;1983;1987;1993;1995;1998;2003;2007;2009;2010;2014;2017;2020;2021;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,CP001,112,102,122,within_system_window,accepted_window,system_relevant_first,CP002@125:weak_window;CP003@132:candidate_window,,CP002@125:weak_window;CP003@132:candidate_window,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,CP001,116,106,126,within_system_window,candidate_window,system_relevant_first,CP002@137:weak_window;CP003@129:weak_window,,CP002@137:weak_window;CP003@129:weak_window,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,CP001,112,102,122,within_system_window,accepted_window,system_relevant_first,CP002@131:weak_window;CP003@124:weak_window,,CP002@131:weak_window;CP003@124:weak_window,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,CP001,113,103,123,within_system_window,accepted_window,system_relevant_first,CP002@126:weak_window,,CP002@126:weak_window,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Jw,CP002,118,108,128,within_system_window,accepted_window,system_relevant_first,CP001@131:accepted_window;CP003@111:weak_window,,CP001@131:accepted_window,1,PC_mid,15,1979;1982;1988;1990;1991;1992;1996;1997;2005;2006;2008;2013;2016;2019;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,CP001,112,102,122,within_system_window,accepted_window,system_relevant_first,CP002@100:weak_window;CP003@129:candidate_window;CP004@137:weak_window,,CP003@129:candidate_window;CP004@137:weak_window,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,CP002,105,98,115,front_or_early,candidate_window,system_relevant_first,CP001@124:candidate_window,,CP001@124:candidate_window,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,CP001,118,108,128,within_system_window,candidate_window,system_relevant_first,CP002@135:weak_window,,CP002@135:weak_window,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,CP002,113,103,123,within_system_window,accepted_window,system_relevant_first,CP001@137:candidate_window,,CP001@137:candidate_window,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Jw,CP001,113,103,123,within_system_window,accepted_window,system_relevant_first,CP002@103:candidate_window;CP003@134:candidate_window,,CP003@134:candidate_window,2,PC_high,15,1979;1980;1982;1983;1986;1987;1991;1992;1993;1999;2002;2004;2014;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,CP001,106,98,116,front_or_early,weak_window,system_relevant_first,CP002@138:weak_window;CP003@135:weak_window,,CP002@138:weak_window;CP003@135:weak_window,2,PC_low,15,1981;1994;1998;2005;2006;2010;2012;2013;2016;2017;2018;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,CP002,107,98,117,front_or_early,weak_window,system_relevant_first,CP001@101:weak_window;CP003@120:candidate_window,,,2,PC_low,15,1981;1994;1998;2005;2006;2010;2012;2013;2016;2017;2018;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,CP001,109,99,119,within_system_window,candidate_window,system_relevant_first,CP002@127:candidate_window;CP003@137:weak_window,,CP002@127:candidate_window;CP003@137:weak_window,2,PC_low,15,1981;1994;1998;2005;2006;2010;2012;2013;2016;2017;2018;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,CP003,117,107,127,within_system_window,weak_window,system_relevant_first,CP001@105:candidate_window;CP002@130:weak_window,,CP002@130:weak_window,2,PC_low,15,1981;1994;1998;2005;2006;2010;2012;2013;2016;2017;2018;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Jw,CP003,113,113,123,within_system_window,weak_window,system_relevant_first,CP001@129:accepted_window;CP002@101:weak_window,,CP001@129:accepted_window,2,PC_low,15,1981;1994;1998;2005;2006;2010;2012;2013;2016;2017;2018;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,CP001,117,107,127,within_system_window,candidate_window,system_relevant_first,,,,2,PC_mid,15,1984;1985;1988;1989;1990;1995;1996;1997;2000;2001;2003;2007;2008;2009;2011,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,CP001,115,105,125,within_system_window,candidate_window,system_relevant_first,CP002@134:accepted_window,,CP002@134:accepted_window,2,PC_mid,15,1984;1985;1988;1989;1990;1995;1996;1997;2000;2001;2003;2007;2008;2009;2011,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,CP001,115,105,125,within_system_window,accepted_window,system_relevant_first,CP002@128:candidate_window;CP003@137:weak_window,,CP002@128:candidate_window;CP003@137:weak_window,2,PC_mid,15,1984;1985;1988;1989;1990;1995;1996;1997;2000;2001;2003;2007;2008;2009;2011,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,CP001,111,101,121,within_system_window,accepted_window,system_relevant_first,,,,2,PC_mid,15,1984;1985;1988;1989;1990;1995;1996;1997;2000;2001;2003;2007;2008;2009;2011,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Jw,CP001,107,98,117,front_or_early,accepted_window,system_relevant_first,CP002@131:accepted_window;CP003@118:weak_window,,CP002@131:accepted_window,2,PC_mid,15,1984;1985;1988;1989;1990;1995;1996;1997;2000;2001;2003;2007;2008;2009;2011,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,CP001,105,98,115,front_or_early,candidate_window,system_relevant_first,CP002@125:candidate_window;CP003@133:candidate_window,,CP002@125:candidate_window;CP003@133:candidate_window,3,PC_high,15,1980;1981;1988;1989;1993;1994;1998;1999;2000;2005;2008;2009;2014;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,CP001,111,101,121,within_system_window,accepted_window,system_relevant_first,CP002@132:accepted_window,,CP002@132:accepted_window,3,PC_high,15,1980;1981;1988;1989;1993;1994;1998;1999;2000;2005;2008;2009;2014;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,CP002,110,100,120,within_system_window,accepted_window,system_relevant_first,CP001@130:accepted_window,,CP001@130:accepted_window,3,PC_high,15,1980;1981;1988;1989;1993;1994;1998;1999;2000;2005;2008;2009;2014;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,CP001,106,98,116,front_or_early,candidate_window,system_relevant_first,CP002@134:weak_window,,CP002@134:weak_window,3,PC_high,15,1980;1981;1988;1989;1993;1994;1998;1999;2000;2005;2008;2009;2014;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Jw,CP001,105,98,115,front_or_early,accepted_window,system_relevant_first,CP002@125:accepted_window,,CP002@125:accepted_window,3,PC_high,15,1980;1981;1988;1989;1993;1994;1998;1999;2000;2005;2008;2009;2014;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,CP001,114,104,124,within_system_window,accepted_window,system_relevant_first,CP002@102:weak_window;CP003@135:accepted_window,,CP003@135:accepted_window,3,PC_low,15,1979;1983;1985;1986;1990;1992;2004;2006;2007;2010;2013;2016;2019;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,CP001,114,104,124,within_system_window,candidate_window,system_relevant_first,CP002@125:weak_window;CP003@130:weak_window,,CP002@125:weak_window;CP003@130:weak_window,3,PC_low,15,1979;1983;1985;1986;1990;1992;2004;2006;2007;2010;2013;2016;2019;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,CP001,117,107,127,within_system_window,candidate_window,system_relevant_first,CP002@130:weak_window;CP003@106:weak_window,,CP002@130:weak_window,3,PC_low,15,1979;1983;1985;1986;1990;1992;2004;2006;2007;2010;2013;2016;2019;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,CP001,113,103,123,within_system_window,accepted_window,system_relevant_first,CP002@138:unstable_window,,CP002@138:unstable_window,3,PC_low,15,1979;1983;1985;1986;1990;1992;2004;2006;2007;2010;2013;2016;2019;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Jw,CP002,112,102,122,within_system_window,candidate_window,system_relevant_first,CP001@129:accepted_window,,CP001@129:accepted_window,3,PC_low,15,1979;1983;1985;1986;1990;1992;2004;2006;2007;2010;2013;2016;2019;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W113,P,CP001,113,103,123,within_system_window,candidate_window,system_relevant_first,CP002@125:candidate_window;CP003@137:weak_window,,CP002@125:candidate_window;CP003@137:weak_window,3,PC_mid,15,1982;1984;1987;1991;1995;1996;1997;2001;2002;2003;2011;2012;2015;2018;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,V,CP003,110,110,120,within_system_window,weak_window,system_relevant_first,CP001@123:candidate_window;CP002@135:weak_window,,CP002@135:weak_window,3,PC_mid,15,1982;1984;1987;1991;1995;1996;1997;2001;2002;2003;2011;2012;2015;2018;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,H,CP001,115,105,125,within_system_window,accepted_window,system_relevant_first,CP002@125:weak_window;CP003@135:candidate_window,,CP002@125:weak_window;CP003@135:candidate_window,3,PC_mid,15,1982;1984;1987;1991;1995;1996;1997;2001;2002;2003;2011;2012;2015;2018;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Je,CP001,109,99,119,within_system_window,candidate_window,system_relevant_first,CP002@136:weak_window,,CP002@136:weak_window,3,PC_mid,15,1982;1984;1987;1991;1995;1996;1997;2001;2002;2003;2011;2012;2015;2018;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W113,Jw,CP002,114,104,124,within_system_window,candidate_window,system_relevant_first,CP001@101:candidate_window;CP003@134:candidate_window,,CP003@134:candidate_window,3,PC_mid,15,1982;1984;1987;1991;1995;1996;1997;2001;2002;2003;2011;2012;2015;2018;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP001,154,144,164,front_or_early,accepted_window,system_relevant_first,CP002@139:candidate_window,CP002@139:candidate_window,,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,148,138,158,front_or_early,accepted_window,system_relevant_first,,,,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP004,160,150,160,within_system_window,candidate_window,system_relevant_first,CP001@130:weak_window;CP002@145:accepted_window;CP003@167:unstable_window,CP001@130:weak_window,,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP002,165,155,168,within_system_window,weak_window,system_relevant_first,CP001@132:candidate_window;CP003@149:candidate_window,CP001@132:candidate_window,,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP001,148,138,158,front_or_early,candidate_window,system_relevant_first,CP002@140:weak_window,CP002@140:weak_window,,1,PC_high,15,1980;1987;1993;1995;1998;2003;2005;2009;2010;2014;2017;2020;2021;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP001,159,149,168,within_system_window,accepted_window,system_relevant_first,CP002@133:candidate_window;CP003@143:candidate_window,CP002@133:candidate_window;CP003@143:candidate_window,,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,161,151,168,within_system_window,accepted_window,system_relevant_first,CP002@137:accepted_window,CP002@137:accepted_window,,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP001,152,142,162,front_or_early,accepted_window,system_relevant_first,CP002@134:accepted_window,CP002@134:accepted_window,,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP001,160,150,168,within_system_window,accepted_window,system_relevant_first,CP002@135:weak_window;CP003@141:weak_window,CP002@135:weak_window;CP003@141:weak_window,,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP002,163,153,168,within_system_window,candidate_window,system_relevant_first,CP001@130:candidate_window,CP001@130:candidate_window,,1,PC_low,15,1979;1981;1982;1984;1985;1986;1989;1990;1991;1997;2000;2001;2012;2016;2018,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP001,161,151,168,within_system_window,candidate_window,system_relevant_first,CP002@137:candidate_window,CP002@137:candidate_window,,1,PC_mid,15,1983;1988;1992;1994;1996;1999;2002;2004;2006;2007;2008;2011;2013;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,156,146,166,within_system_window,weak_window,system_relevant_first,CP002@136:weak_window,CP002@136:weak_window,,1,PC_mid,15,1983;1988;1992;1994;1996;1999;2002;2004;2006;2007;2008;2011;2013;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP003,159,159,159,within_system_window,weak_window,system_relevant_first,CP001@138:candidate_window;CP002@165:weak_window,CP001@138:candidate_window,,1,PC_mid,15,1983;1988;1992;1994;1996;1999;2002;2004;2006;2007;2008;2011;2013;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP002,163,153,168,within_system_window,candidate_window,system_relevant_first,CP001@140:accepted_window,CP001@140:accepted_window,,1,PC_mid,15,1983;1988;1992;1994;1996;1999;2002;2004;2006;2007;2008;2011;2013;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP001,152,142,162,front_or_early,candidate_window,system_relevant_first,CP002@131:weak_window,CP002@131:weak_window,,1,PC_mid,15,1983;1988;1992;1994;1996;1999;2002;2004;2006;2007;2008;2011;2013;2015;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP005,160,160,160,within_system_window,weak_window,system_relevant_first,CP001@134:accepted_window;CP002@152:candidate_window;CP003@148:accepted_window;CP004@165:weak_window,CP001@134:accepted_window,,2,PC_high,15,1979;1983;1985;2003;2006;2007;2010;2012;2013;2016;2018;2019;2020;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,167,157,168,late_or_catchup,weak_window,system_relevant_first,CP002@143:weak_window;CP003@149:weak_window,CP002@143:weak_window,,2,PC_high,15,1979;1983;1985;2003;2006;2007;2010;2012;2013;2016;2018;2019;2020;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP001,155,145,165,within_system_window,candidate_window,system_relevant_first,CP002@141:weak_window;CP003@167:weak_window,CP002@141:weak_window,,2,PC_high,15,1979;1983;1985;2003;2006;2007;2010;2012;2013;2016;2018;2019;2020;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP001,165,155,168,within_system_window,candidate_window,system_relevant_first,CP002@141:candidate_window,CP002@141:candidate_window,,2,PC_high,15,1979;1983;1985;2003;2006;2007;2010;2012;2013;2016;2018;2019;2020;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP001,151,141,161,front_or_early,candidate_window,system_relevant_first,CP002@166:unstable_window,,,2,PC_high,15,1979;1983;1985;2003;2006;2007;2010;2012;2013;2016;2018;2019;2020;2022;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP001,157,147,167,within_system_window,accepted_window,system_relevant_first,CP002@137:candidate_window;CP003@146:weak_window,CP002@137:candidate_window,,2,PC_low,15,1980;1982;1987;1988;1989;1991;1993;1996;1998;2000;2002;2008;2009;2014;2015,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,155,145,165,within_system_window,candidate_window,system_relevant_first,CP002@136:candidate_window,CP002@136:candidate_window,,2,PC_low,15,1980;1982;1987;1988;1989;1991;1993;1996;1998;2000;2002;2008;2009;2014;2015,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP002,156,146,166,within_system_window,accepted_window,system_relevant_first,CP001@132:accepted_window;CP003@145:weak_window,CP001@132:accepted_window,,2,PC_low,15,1980;1982;1987;1988;1989;1991;1993;1996;1998;2000;2002;2008;2009;2014;2015,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP002,158,148,168,within_system_window,candidate_window,system_relevant_first,CP001@134:accepted_window,CP001@134:accepted_window,,2,PC_low,15,1980;1982;1987;1988;1989;1991;1993;1996;1998;2000;2002;2008;2009;2014;2015,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP002,152,142,162,front_or_early,weak_window,system_relevant_first,CP001@140:weak_window;CP003@166:unstable_window,CP001@140:weak_window,,2,PC_low,15,1980;1982;1987;1988;1989;1991;1993;1996;1998;2000;2002;2008;2009;2014;2015,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP001,157,147,167,within_system_window,accepted_window,system_relevant_first,CP002@144:accepted_window,CP002@144:accepted_window,,2,PC_mid,15,1981;1984;1986;1990;1992;1994;1995;1997;1999;2001;2004;2005;2011;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,162,152,168,within_system_window,candidate_window,system_relevant_first,CP002@137:accepted_window,CP002@137:accepted_window,,2,PC_mid,15,1981;1984;1986;1990;1992;1994;1995;1997;1999;2001;2004;2005;2011;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP001,155,145,165,within_system_window,accepted_window,system_relevant_first,CP002@136:candidate_window;CP003@166:weak_window,CP002@136:candidate_window,,2,PC_mid,15,1981;1984;1986;1990;1992;1994;1995;1997;1999;2001;2004;2005;2011;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP001,160,150,168,within_system_window,candidate_window,system_relevant_first,CP002@131:unstable_window;CP003@144:candidate_window,CP002@131:unstable_window;CP003@144:candidate_window,,2,PC_mid,15,1981;1984;1986;1990;1992;1994;1995;1997;1999;2001;2004;2005;2011;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP001,166,156,168,late_or_catchup,candidate_window,system_relevant_first,CP002@137:candidate_window;CP003@153:candidate_window,CP002@137:candidate_window,,2,PC_mid,15,1981;1984;1986;1990;1992;1994;1995;1997;1999;2001;2004;2005;2011;2017;2021,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP002,160,150,168,within_system_window,candidate_window,system_relevant_first,CP001@134:candidate_window;CP003@165:weak_window,CP001@134:candidate_window,,3,PC_high,15,1987;1990;1991;1992;1994;1995;1996;1997;2002;2003;2009;2011;2012;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP002,163,153,168,within_system_window,weak_window,system_relevant_first,CP001@135:candidate_window;CP003@149:unstable_window,CP001@135:candidate_window,,3,PC_high,15,1987;1990;1991;1992;1994;1995;1996;1997;2002;2003;2009;2011;2012;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP002,156,146,166,within_system_window,candidate_window,system_relevant_first,CP001@136:candidate_window;CP003@146:weak_window,CP001@136:candidate_window,,3,PC_high,15,1987;1990;1991;1992;1994;1995;1996;1997;2002;2003;2009;2011;2012;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP001,160,150,168,within_system_window,accepted_window,system_relevant_first,,,,3,PC_high,15,1987;1990;1991;1992;1994;1995;1996;1997;2002;2003;2009;2011;2012;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP001,148,138,158,front_or_early,candidate_window,system_relevant_first,CP002@132:candidate_window,CP002@132:candidate_window,,3,PC_high,15,1987;1990;1991;1992;1994;1995;1996;1997;2002;2003;2009;2011;2012;2020;2022,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP001,154,144,164,front_or_early,candidate_window,system_relevant_first,CP002@164:weak_window;CP003@131:weak_window,CP003@131:weak_window,,3,PC_low,15,1979;1983;1988;1989;1999;2001;2004;2005;2007;2008;2015;2016;2018;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,155,145,165,within_system_window,accepted_window,system_relevant_first,CP002@136:candidate_window,CP002@136:candidate_window,,3,PC_low,15,1979;1983;1988;1989;1999;2001;2004;2005;2007;2008;2015;2016;2018;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP002,161,151,168,within_system_window,candidate_window,system_relevant_first,CP001@135:candidate_window;CP003@154:weak_window,CP001@135:candidate_window,,3,PC_low,15,1979;1983;1988;1989;1999;2001;2004;2005;2007;2008;2015;2016;2018;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP001,165,155,168,within_system_window,candidate_window,system_relevant_first,CP002@140:accepted_window,CP002@140:accepted_window,,3,PC_low,15,1979;1983;1988;1989;1999;2001;2004;2005;2007;2008;2015;2016;2018;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP003,151,151,161,front_or_early,weak_window,system_relevant_first,CP001@130:weak_window;CP002@140:weak_window,CP001@130:weak_window;CP002@140:weak_window,,3,PC_low,15,1979;1983;1988;1989;1999;2001;2004;2005;2007;2008;2015;2016;2018;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP001,158,148,168,within_system_window,accepted_window,system_relevant_first,CP002@136:candidate_window;CP003@145:weak_window,CP002@136:candidate_window,,3,PC_mid,15,1980;1981;1982;1984;1985;1986;1993;1998;2000;2006;2010;2013;2014;2017;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,162,152,168,within_system_window,accepted_window,system_relevant_first,CP002@146:weak_window,,,3,PC_mid,15,1980;1981;1982;1984;1985;1986;1993;1998;2000;2006;2010;2013;2014;2017;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP001,154,144,164,front_or_early,accepted_window,system_relevant_first,CP002@131:weak_window;CP003@164:weak_window;CP004@140:weak_window,CP002@131:weak_window;CP004@140:weak_window,,3,PC_mid,15,1980;1981;1982;1984;1985;1986;1993;1998;2000;2006;2010;2013;2014;2017;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP003,154,144,164,front_or_early,weak_window,system_relevant_first,CP001@133:candidate_window;CP002@148:weak_window;CP004@166:unstable_window,CP001@133:candidate_window,,3,PC_mid,15,1980;1981;1982;1984;1985;1986;1993;1998;2000;2006;2010;2013;2014;2017;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP003,156,146,166,within_system_window,candidate_window,system_relevant_first,CP001@130:unstable_window;CP002@136:weak_window,CP001@130:unstable_window;CP002@136:weak_window,,3,PC_mid,15,1980;1981;1982;1984;1985;1986;1993;1998;2000;2006;2010;2013;2014;2017;2019,PC_phase_group_multi_year_peak_not_single_year_peak
